,position,calculate_log_return,log_ret,cum_ret
2013-07-03,1,,-0.0006404569640422681,-0.014016196818104842
2013-07-04,1,,-0.0036348756069891405,-0.017600125293177116
2013-07-05,1,,-0.004709694808154485,-0.02222692888261546
2013-07-08,1,,-0.008366623615622544,-0.030407588150145992
2013-07-09,1,,0.007748777162153471,-0.022894432612606597
2013-07-10,1,,-0.00302380615102626,-0.025849010437474562
2013-07-11,1,,-0.004576728742691556,-0.03030743527112678
2013-07-12,1,,0.0052423559813385015,-0.025223961654360805
2013-07-15,1,,-0.0037920726146333417,-0.02892038317477208
2013-07-16,1,,0.005348065824852486,-0.02372698546281815
2013-07-17,1,,0.0011921030861915592,-0.022563167389222705
2013-07-18,1,,-0.003577661086486867,-0.026060105109753207
2013-07-19,1,,-0.002488024009276625,-0.02848329095183244
2013-07-22,1,,0.01007183951493837,-0.018698330572218147
2013-07-23,1,,0.0012581103500991636,-0.017463744785341406
2013-07-24,1,,0.0032695024003108093,-0.014251340140524649
2013-07-25,1,,-0.006057538427483769,-0.020222550527464023
2013-07-26,1,,-0.0016606169953915497,-0.021849585611759537
2013-07-29,1,,0.00010763893957533564,-0.021744298538409645
2013-07-30,1,,-0.004936986794609068,-0.026573934018276568
2013-07-31,1,,0.002658937074069223,-0.023985655362572356
2013-08-01,1,,0.0005707466271673698,-0.023428598467303607
2013-08-02,1,,-0.00041785492684901415,-0.02383666363885384
2013-08-05,1,,0.0004970017591278561,-0.023351508743486127
2013-08-06,1,,0.00493146789806887,-0.01853519806115711
2013-08-07,1,,-0.0017193555005320111,-0.020222684966949234
2013-08-08,1,,-0.0005340387892062376,-0.020745924057961163
2013-08-09,1,,0.007467380111749139,-0.013433461646922384
2013-08-12,1,,-0.011518453414050358,-0.024797182358803238
2013-08-13,1,,0.0009374492079740583,-0.023882979249791325
2013-08-14,1,,0.0017907500073698014,-0.02213499768768923
2013-08-15,1,,0.0031444797240023394,-0.01906012101510668
2013-08-16,1,,-0.0024811986755210206,-0.021494027743609756
2013-08-19,1,,0.0031899279529101275,-0.01837266419061956
2013-08-20,1,,-0.0015479874195294578,-0.019892210957118683
2013-08-22,1,,-0.004842117119737021,-0.024638007661630823
2013-08-23,1,,0.0071002086862111255,-0.017712733971429806
2013-08-26,1,,-0.0037057916499905062,-0.02135288591977047
2013-08-27,1,,-0.003876442716697982,-0.025146555397364212
2013-08-28,1,,-0.0007687368710831534,-0.02589596118413262
2013-08-29,1,,-0.0008188735228436585,-0.026693629190014057
2013-08-30,1,,9.702680281875808e-05,-0.026599192384691106
2013-09-02,1,,0.0012635004387846237,-0.025369300037155873
2013-09-03,1,,-0.0009318502449574068,-0.02627750989365929
2013-09-04,1,,-0.0018190667858615551,-0.028048776134058095
2013-09-05,1,,0.0017298471013122679,-0.02636744912683664
2013-09-06,1,,0.006110764091260299,-0.020417810296878725
2013-09-09,1,,-0.0031314454995171248,-0.023485318536231703
2013-09-10,1,,-0.001151361900995177,-0.024609640336231586
2013-09-11,1,,-0.007818410610084762,-0.032235642673201226
2013-09-12,1,,0.0024547570069282224,-0.029860016335997885
2013-09-13,1,,0.0018920334051993955,-0.028024479079185927
2013-09-16,1,,-0.001635050059840217,-0.029613707712830672
2013-09-17,1,,0.005389178071700831,-0.024384123185357653
2013-09-18,1,,-0.006065300357144095,-0.030301526511437027
2013-09-23,1,,0.003467850912158128,-0.02693875677563129
2013-09-24,1,,0.0005272165135985723,-0.02642574281946064
2013-09-25,1,,-0.001435589742410482,-0.027823396036543935
2013-09-26,1,,0.005970199132150942,-0.02201930811926378
2013-09-27,1,,-0.003019842517232488,-0.02497265579363772
2013-09-30,1,,0.001227351268208642,-0.02377595474618799
2013-10-01,1,,-0.00010638410675672048,-0.023879809469236735
2013-10-02,1,,-0.0036122710813506222,-0.02740582020541349
2013-10-03,1,,0.0019114878103946213,-0.025546718286275527
2013-10-04,1,,-0.0034710413928187005,-0.0289290859624719
2013-10-07,1,,0.007089405567991962,-0.02204477041757924
2013-10-08,1,,0.0034258625440642437,-0.01869443022678119
2013-10-09,1,,-0.0028840399894913887,-0.021524554731917833
2013-10-11,1,,-0.006238893051194611,-0.027629158388165487
2013-10-14,1,,-0.00038030352693275033,-0.02799895444871703
2013-10-15,1,,-0.0031978286268448904,-0.03110724721750413
2013-10-16,1,,0.007608736617082847,-0.02373519745138164
2013-10-17,1,,-0.0025992507930985187,-0.026272754513680274
2013-10-18,1,,0.003028487752996993,-0.02332383347596556
2013-10-21,1,,-0.0020141794886018635,-0.025291034577584526
2013-10-22,1,,-0.0015754854211904284,-0.02682667434251118
2013-10-23,1,,-0.003641456297080525,-0.030370442477377524
2013-10-24,1,,0.017378265528714673,-0.013519962562259291
2013-10-25,1,,0.007978619666005148,-0.005649213535437014
2013-10-28,1,,0.0017162450759541567,-0.003942663894396015
2013-10-29,1,,-0.0017249249983098554,-0.00566078809319448
2013-10-30,1,,-0.0019664795194848993,-0.007616135788830025
2013-10-31,1,,0.00012653653294206104,-0.007490562975305037
2013-11-01,1,,0.0017516561268355055,-0.005752027738998633
2013-11-04,1,,-0.0017868936058698139,-0.007528643083280828
2013-11-05,1,,0.0005947570921343484,-0.006938363705014439
2013-11-06,1,,-0.0017118292008544709,-0.008638315612272462
2013-11-07,1,,0.0018944014939288674,-0.0067602785563445345
2013-11-08,1,,-0.003184696532834894,-0.009923445653500118
2013-11-11,1,,0.001876280891890881,-0.00806578393307067
2013-11-12,1,,-0.0020802636076719676,-0.01012926858395935
2013-11-13,1,,0.0020210084699964397,-0.008128731451565896
2013-11-14,1,,-0.003067218083540165,-0.0111710169430016
2013-11-15,1,,0.0020278450577921273,-0.009165824976707815
2013-11-18,1,,-0.00042098605375646015,-0.009582952345977946
2013-11-19,1,,-0.0019409151280954217,-0.011505267776893313
2013-11-20,1,,0.0025221464891088136,-0.009012139258514296
2013-11-21,1,,0.003378693248050128,-0.005663895264527374
2013-11-22,1,,-0.000271663429800507,-0.005934020021114317
2013-11-25,1,,-0.002445848006030166,-0.008365354316108187
2013-11-26,1,,0.004847958841979811,-0.0035579503675513546
2013-11-27,1,,-0.0018780462278397039,-0.005429314600124413
2013-11-28,1,,-0.0074221965749610985,-0.012811213734856164
2013-11-29,1,,0.00640792016144576,-0.006485386808194549
2013-12-02,1,,0.0022085734121148675,-0.004291136848951549
2013-12-03,1,,0.0017958207405528053,-0.0025030222209525554
2013-12-04,1,,-0.001626425743308504,-0.004125376984484785
2013-12-05,1,,0.0025911602669129105,-0.001544906230500187
2013-12-06,1,,9.298730808046077e-05,-0.0014520625790913622
2013-12-09,1,,-0.0007379204014712411,-0.0021889114739612747
2013-12-10,1,,0.0014267243607559456,-0.0007653100865286921
2013-12-11,1,,-0.007026990054129484,-0.007786922314291789
2013-12-12,1,,0.0006785456764311149,-0.007113660420329793
2013-12-13,1,,0.0026792384572511614,-0.0044534811556485865
2013-12-16,1,,-0.0009707842584512172,-0.005419942044698534
2013-12-17,1,,-0.00026718099975557704,-0.005685674938919916
2013-12-18,1,,0.00029454792434676665,-0.005392801718324902
2013-12-19,1,,0.0011199379736117983,-0.004278903348141627
2013-12-20,1,,0.0008501223342340695,-0.0034324186052098193
2013-12-23,1,,0.0013817526039808141,-0.0020554087545747723
2013-12-24,1,,-0.0014321214549169467,-0.0034845866145156723
2013-12-25,1,,-0.0022256172585791894,-0.005702448516986536
2013-12-26,1,,0.0016011983076058677,-0.004110380960295257
2013-12-27,1,,0.003577176749740549,-0.0005479077697584378
2013-12-30,1,,-0.0022652444205622803,-0.0028119110453023177
2013-12-31,1,,-0.0021081500168551085,-0.004914133131839971
2014-01-02,1,,0.0038699949092822184,-0.0010631558927615137
2014-01-03,1,,0.00033166150242428785,-0.0007318469982179332
2014-01-06,1,,0.008344214356976501,0.0076062606705289415
2014-01-07,1,,-0.004410465759654228,0.0031622477586283892
2014-01-08,1,,0.004763267584258813,0.00794057797512937
2014-01-09,1,,0.0017075685054070589,0.009661705561401446
2014-01-10,1,,0.0030002873319857942,0.012690980786188577
2014-01-13,1,,-0.005355897048021635,0.007267112151637667
2014-01-14,1,,0.00027944665086907997,0.007548589572659026
2014-01-15,1,,-0.0017114322015218226,0.005824238471866527
2014-01-16,1,,0.0005102117955249633,0.006337421862559811
2014-01-17,1,,-0.004606860681912065,0.0017013655610444989
2014-01-20,1,,-0.00040152847417471545,0.0012991539401521202
2014-01-21,1,,-0.0008554870072074025,0.00044255552362848505
2014-01-22,1,,0.00039408522326018857,0.0008368151514810407
2014-01-23,1,,0.0027235560022851797,0.003562650266694778
2014-01-24,1,,-0.002189995979722288,0.0013648520972113776
2014-01-27,1,,-0.0038157815972521014,-0.0024561374775562417
2014-02-05,1,,0.002411557048163244,-5.05035450382163e-05
2014-02-06,1,,0.007526943021443334,0.007476059339099228
2014-02-07,1,,0.003726553615873188,0.01123047289093515
2014-02-10,1,,-0.004965594764824611,0.006209112148716889
2014-02-11,1,,0.004982247166859408,0.011222294646987985
2014-02-12,1,,-0.002842105191181912,0.008348294513932819
2014-02-13,1,,-0.0011467135647150232,0.007192007846656301
2014-02-14,1,,-0.002190730257237571,0.004985521840218832
2014-02-17,1,,-0.005350631908319819,-0.0003917857603389363
2014-02-18,1,,0.001762433936552409,0.001369957679693723
2014-02-19,1,,0.0014217665996346563,0.0027936720394001746
2014-02-20,1,,-0.00028273169793112136,0.002510150481829898
2014-02-21,1,,-0.0041403825806231335,-0.0016406250821229262
2014-02-24,1,,0.003763672559019939,0.002116872701295902
2014-02-25,1,,-4.336913191485345e-05,0.002073411762449684
2014-02-26,1,,0.0028900632858283636,0.004969467339489109
2014-02-27,1,,0.0015252109411398123,0.00650225776658675
2014-03-03,1,,0.008687577397048713,0.015246324031238156
2014-03-04,1,,-0.0067918159538561595,0.008350957850588925
2014-03-05,1,,-0.0006798793404984623,0.00766540086637435
2014-03-06,1,,0.0018350865186698001,0.009514554058834168
2014-03-07,1,,-0.005302879625684912,0.004161219898283219
2014-03-10,1,,-0.005533497510403878,-0.0013953037120680856
2014-03-11,1,,-0.0004747411610545651,-0.0018693824650184432
2014-03-12,1,,0.004060728438441779,0.002183754918885228
2014-03-13,1,,0.0008552656144466485,0.003040888223824423
2014-03-14,1,,-0.0029082472486528775,0.0001237973203611631
2014-03-17,1,,-5.4119389407294396e-05,6.96712311185621e-05
2014-03-18,1,,0.0015285711490629912,0.00159834887761523
2014-03-19,1,,-0.00026987167637239394,0.001328045852151849
2014-03-20,1,,-0.00039047269527293325,0.0009370545912354977
2014-03-21,1,,0.001341736357492552,0.002280048228942011
2014-03-24,1,,-0.008520486124786305,-0.0062598650151428625
2014-03-25,1,,0.004856864278307343,-0.0014334040516146285
2014-03-26,1,,0.0014146953599198549,-2.0736521755493342e-05
2014-03-27,1,,-0.001237814245535718,-0.0012585250993292219
2014-03-28,1,,-0.0010298444481045713,-0.0022870734623474664
2014-03-31,1,,-0.0007177190203082474,-0.003003151006530924
2014-04-01,1,,0.0017072095458585332,-0.0013010684687383423
2014-04-02,1,,-0.0024204950928190592,-0.003718414331713382
2014-04-03,1,,-0.0004019326378827042,-0.004118852417514973
2014-04-07,1,,6.120867435339229e-05,-0.004057895852657811
2014-04-08,1,,0.003005780261532752,-0.0010643127343824554
2014-04-09,1,,-0.0020061924651326463,-0.003068369983326824
2014-04-10,1,,-0.0015620097178679236,-0.0046255868774627285
2014-04-11,1,,0.00018547592214595226,-0.004440968890308317
2014-04-14,1,,-0.005247889962341831,-0.009665553136587568
2014-04-15,1,,-0.001475782067991721,-0.011127070954583096
2014-04-16,1,,6.836154709679666e-05,-0.011059470071271282
2014-04-17,1,,0.003184437420745711,-0.007910250840874156
2014-04-18,1,,-0.0014559510268800121,-0.009354684929919532
2014-04-21,1,,0.0011666850287250757,-0.008198913872050628
2014-04-22,1,,-0.0022175625145601616,-0.010398294782548057
2014-04-23,1,,0.001079081872855116,-0.0093304335211013
2014-04-24,1,,-0.00210726470615195,-0.011418036534001197
2014-04-25,1,,-0.0017582455243079706,-0.013156206346676802
2014-04-28,1,,-0.008006437857699614,-0.021057309855818662
2014-04-29,1,,0.003250740669082522,-0.017875021040265948
2014-04-30,1,,0.002077138286639179,-0.015835011644203978
2014-05-02,1,,-0.0003006584923006392,-0.016130909205778088
2014-05-05,1,,-0.000995449424856864,-0.017110301126343597
2014-05-06,1,,-2.176875038034866e-05,-0.017131697406849833
2014-05-07,1,,0.001716433135014019,-0.015444669684923862
2014-05-08,1,,0.00078604524033587,-0.014670764653682333
2014-05-09,1,,0.0003847687007095927,-0.014291640804026895
2014-05-12,1,,-0.0022945712184557266,-0.016553418834829192
2014-05-13,1,,-0.00479026316607575,-0.021264386768387822
2014-05-14,1,,-0.002661058611950668,-0.02386885960080065
2014-05-15,1,,-0.00120351858910595,-0.025043651573676273
2014-05-16,1,,0.0020950504407265575,-0.023001068846216444
2014-05-19,1,,0.001763811486636752,-0.021277826909015585
2014-05-20,1,,0.0014966819826170868,-0.019812991066562535
2014-05-21,1,,-0.004748393575140915,-0.02446730476221859
2014-05-22,1,,0.000636187777191919,-0.023846682785257256
2014-05-23,1,,-0.006789215538347991,-0.03047399805430151
2014-05-26,1,,0.00885500529773047,-0.02188884017078485
2014-05-27,1,,-0.0026695698412148813,-0.024499976224420683
2014-05-28,1,,0.001391365692678441,-0.023142698958132257
2014-05-29,1,,-0.0030197482275338,-0.026092562061506896
2014-05-30,1,,0.005509573487010304,-0.020726747462638806
2014-06-03,1,,0.0013135763606939594,-0.01944039726744584
2014-06-04,1,,-0.0008373157608014889,-0.02026143527721902
2014-06-05,1,,0.0007626705416717603,-0.019514217535365308
2014-06-06,1,,-0.0011117673060171203,-0.020604289572324075
2014-06-09,1,,-0.0007314618090221351,-0.0213206801304221
2014-06-10,1,,-0.0008721759227622737,-0.022174260669317714
2014-06-11,1,,-0.0014884674889711178,-0.02362972249219064
2014-06-12,1,,0.0021965352109716636,-0.021485090798698647
2014-06-13,1,,-0.000312086572464174,-0.021790472162816377
2014-06-16,1,,0.0011634898476851922,-0.020652335308268932
2014-06-17,1,,0.002125986802713554,-0.01857025509786603
2014-06-18,1,,-0.0040464745127685164,-0.022541585546685394
2014-06-19,1,,-0.000527173662547884,-0.023056875879020944
2014-06-20,1,,-0.00015465892427329655,-0.023207968851673644
2014-06-23,1,,-0.0016926012206238252,-0.024861288235890955
2014-06-24,1,,-0.007325497220910877,-0.03200466415892156
2014-06-25,1,,0.005012772875530652,-0.027152323395777223
2014-06-26,1,,0.0009626467925899368,-0.026215814700215723
2014-06-27,1,,-0.00454068321510349,-0.0306374602055397
2014-06-30,1,,0.0024330380976593452,-0.028278964215775915
2014-07-01,1,,-0.0034290819435761678,-0.03161107527377671
2014-07-02,1,,-0.0033832454701139152,-0.0348873727166652
2014-07-03,1,,-0.0058760595903439355,-0.04055843202597553
2014-07-04,1,,-0.004360797382927984,-0.04474236230466899
2014-07-07,1,,0.001421460373393268,-0.04338450142630379
2014-07-08,1,,-0.0025505963843713716,-0.04582444145819953
2014-07-09,1,,0.0016703541169315556,-0.04423063038571373
2014-07-10,1,,-0.0019110552656529912,-0.04605715847226488
2014-07-11,1,,-0.002960407689318466,-0.04888121819549396
2014-07-14,1,,-0.005241270020372754,-0.053866288552379404
2014-07-15,1,,-0.0038428931240865258,-0.05750217928656787
2014-07-16,1,,0.0012452625277729692,-0.05632852206792571
2014-07-17,1,,-0.0012114283757970856,-0.05747171247372307
2014-07-18,1,,0.004298107948829557,-0.05342062414910964
2014-07-21,1,,0.0022174153043967673,-0.05132166455427156
2014-07-22,1,,0.0006801661023755078,-0.05067640570844345
2014-07-23,1,,-0.005891055908456491,-0.05626892407763184
2014-07-24,1,,0.0028717177246891613,-0.053558794819565714
2014-07-25,1,,-0.00023008254426477149,-0.05377655442005069
2014-07-28,1,,0.002992277692208363,-0.050945191111997246
2014-07-29,1,,2.063710324807231e-06,-0.05094323253778932
2014-07-30,1,,-0.0006692722125146495,-0.05157840986035078
2014-07-31,1,,-0.0031090042865046844,-0.05452705664950863
2014-08-01,1,,0.005647805532286659,-0.04918720932942644
2014-08-04,1,,0.0023275371741993296,-0.04697415721343645
2014-08-05,1,,0.0009119391620797959,-0.046105055624925284
2014-08-06,1,,-0.0015417391747503454,-0.04757571282926465
2014-08-07,1,,-0.005306773931486107,-0.05263001320813654
2014-08-08,1,,-7.050037384142196e-05,-0.052696803146371485
2014-08-11,1,,-0.009505992522195578,-0.06170186025191404
2014-08-12,1,,0.008636691147900936,-0.053598069014259786
2014-08-13,1,,-0.0059586100895018005,-0.059237309108955416
2014-08-14,1,,0.00040461806223633185,-0.058856659531942856
2014-08-15,1,,-0.005027052701321713,-0.06358783670397383
2014-08-18,1,,-0.0022678444804150114,-0.06571147385989828
2014-08-19,1,,-0.006680563350439872,-0.07195304754636633
2014-08-20,1,,0.0037695253139397424,-0.06845475106656762
2014-08-21,1,,-0.003487561589293143,-0.07170357249543646
2014-08-22,1,,-0.0029511756101445468,-0.07444313827127225
2014-08-25,1,,0.003376226495028781,-0.07131824867204806
2014-08-26,1,,0.0022949400050976602,-0.06918697976892152
2014-08-27,1,,-0.0016874718781363911,-0.07075770056436459
2014-08-28,1,,0.0033654779599248774,-0.06763035608618406
2014-08-29,1,,-0.0012651872983888827,-0.06880997831706714
2014-09-01,1,,-0.001349977496676343,-0.07006706389146866
2014-09-02,1,,-0.003395648861559678,-0.0732247896072924
2014-09-03,1,,0.00428154508893084,-0.06925675975669265
2014-09-04,1,,-0.0009332208724589509,-0.07012534877538779
2014-09-05,1,,-0.003629946685086469,-0.07350074418314645
2014-09-09,1,,-0.0008398357929775951,-0.07427885142034862
2014-09-10,1,,0.002103047052922095,-0.07233201628700048
2014-09-11,1,,-1.2697535848389417e-05,-0.0723437953844791
2014-09-12,1,,-0.0011463324169580583,-0.07340719776362215
2014-09-15,1,,0.005672790552883518,-0.06815083086872575
2014-09-16,1,,-0.006068170460413565,-0.07380545047040898
2014-09-17,1,,-0.002979781871506254,-0.0765653081985852
2014-09-18,1,,0.001476015345109625,-0.07520230442327969
2014-09-19,1,,-0.0012285079830868762,-0.07633842577503602
2014-09-22,1,,0.007360121334521581,-0.06954016451670508
2014-09-23,1,,-0.002694250119146878,-0.07204705603931738
2014-09-24,1,,-0.0016193894404316143,-0.07354977323798473
2014-09-25,1,,0.0037887360748597937,-0.07003969784228936
2014-09-26,1,,-0.00055814687290729,-0.0705587522768667
2014-09-29,1,,0.004488281606476134,-0.06638715822041064
2014-09-30,1,,-0.0017629005200359906,-0.0680330247846962
2014-10-01,1,,0.004314805222146181,-0.06401176881316939
2014-10-02,1,,0.0008247910288679285,-0.06323977411696058
2014-10-03,1,,-0.006564194182855179,-0.06938885014243212
2014-10-06,1,,-0.0009223107385188043,-0.07024716279933108
2014-10-07,1,,0.000233128359219552,-0.07003041104591468
2014-10-08,1,,-0.001567401140937416,-0.07148804644067841
2014-10-09,1,,-0.0010710925542377608,-0.07248256868065661
2014-10-13,1,,0.0013976696823394946,-0.07118620568706024
2014-10-14,1,,-0.006318025006931276,-0.07705447446631208
2014-10-15,1,,0.0018770969215723308,-0.07532201626155388
2014-10-16,1,,-0.0067065347784418,-0.08152340131835523
2014-10-17,1,,0.0005717617364520316,-0.08099825154340246
2014-10-20,1,,-0.008278188017663717,-0.08860592080568785
2014-10-21,1,,0.004519289375291641,-0.08448706722688126
2014-10-22,1,,-0.0029365459399106476,-0.08717551301255189
2014-10-23,1,,-0.0041579595584623815,-0.09097100031341987
2014-10-24,1,,0.023016349115667665,-0.07004847150036742
2014-10-27,1,,-0.0008266715996036619,-0.07081723601798606
2014-10-28,1,,-0.006999278426086694,-0.07732084489181701
2014-10-29,1,,0.005437418697679612,-0.07230385200187261
2014-10-30,1,,0.0038544155819439604,-0.06872812551371921
2014-10-31,1,,-0.0001587054939491278,-0.06887592347656046
2014-11-03,1,,0.006561283566233938,-0.06276655437514256
2014-11-04,1,,-0.0044751621106167054,-0.06696082597980568
2014-11-05,1,,-0.004443251976597065,-0.07110655413401346
2014-11-06,1,,0.0005817737591207595,-0.07056614830218944
2014-11-07,1,,-0.0013891849489601732,-0.07185730382002209
2014-11-10,1,,0.00019534310172566484,-0.07167599754690634
2014-11-11,1,,0.0015218643435395685,-0.07026321434832106
2014-11-12,1,,0.0034415367802030686,-0.06706349100459308
2014-11-13,1,,0.0023323107172421183,-0.06488759318615656
2014-11-14,1,,0.0003483461068660801,-0.06456185041976081
2014-11-17,1,,-0.010200849032656856,-0.07410411376301673
2014-11-18,1,,0.0016774263245757039,-0.07255099162962642
2014-11-19,1,,6.309966760236717e-05,-0.0724924699054802
2014-11-20,1,,-0.0037907960396438606,-0.07600846177730236
2014-11-21,1,,0.0049100336204234655,-0.07147163225964204
2014-11-24,1,,-0.000101792400459539,-0.07156614939108907
2014-11-25,1,,0.00164750847472465,-0.07003654675398963
2014-11-26,1,,-0.0015199893503133977,-0.07145008129910424
2014-11-27,1,,-0.0028660705922706393,-0.07411137091454811
2014-11-28,1,,-0.004879998598484348,-0.07862970612683773
2014-12-01,1,,0.004967039400880625,-0.07405322357436872
2014-12-02,1,,0.005857130315711119,-0.06862983263943112
2014-12-03,1,,0.005584377688888513,-0.06342870985672644
2014-12-04,1,,-0.006552668278643636,-0.06956575084033667
2014-12-05,1,,0.0030359431603924412,-0.06674100534540561
2014-12-08,1,,0.0019366232359432362,-0.06493363429120447
2014-12-09,1,,0.004630309607730746,-0.060603987514197155
2014-12-10,1,,-0.0007242765590370145,-0.061284370025693535
2014-12-11,1,,0.0014340965645608767,-0.05993816116564776
2014-12-12,1,,0.0011085882150345529,-0.05889601968971225
2014-12-15,1,,0.001747640490264691,-0.05725130826817271
2014-12-16,1,,-0.0030141138884570997,-0.060092860193246334
2014-12-17,1,,0.003176043555214013,-0.057107674179363466
2014-12-18,1,,0.00387165036852378,-0.05345712475862163
2014-12-19,1,,-0.003940015891095767,-0.05718651872867608
2014-12-22,1,,-0.004381774905257246,-0.061317715181248955
2014-12-23,1,,-0.002103593482717973,-0.06329232111793648
2014-12-24,1,,0.0007898041306691982,-0.062552505523926
2014-12-25,1,,0.0030780950604721376,-0.05966695302172731
2014-12-26,1,,-0.0016253757032566579,-0.06119534750925504
2014-12-29,1,,0.0010813405794219057,-0.060180179942366685
2014-12-30,1,,0.0007054612741888574,-0.05951717345460095
2014-12-31,1,,0.001061959421095647,-0.058518418856572385
2015-01-05,1,,0.009439457675438044,-0.049631343319164634
2015-01-06,1,,0.0009324941355468095,-0.04874513012020221
2015-01-07,1,,-0.0012045523054078123,-0.04989096636674639
2015-01-08,1,,-0.0010738857985296308,-0.050911274965019904
2015-01-09,1,,-0.011000623479814488,-0.061351842678066815
2015-01-12,1,,0.011224824596852591,-0.05081568175396911
2015-01-13,1,,-0.0007954969577138159,-0.05157075499144348
2015-01-14,1,,0.001870553632720807,-0.049796667221814084
2015-01-15,1,,0.0011311827521785004,-0.04872181360071293
2015-01-16,1,,-0.0038439131861183235,-0.05237844436507988
2015-01-19,1,,-0.0074838959799132755,-0.059470345515775236
2015-01-20,1,,-0.00246771326527224,-0.06179130302052793
2015-01-21,1,,-0.00018235413696850243,-0.061962389257761985
2015-01-22,1,,0.001240337559511571,-0.060798905976923834
2015-01-23,1,,-0.00196706203412417,-0.06264637279138452
2015-01-26,1,,0.0011768698039625468,-0.06154322961188796
2015-01-27,1,,-0.0032764752531075836,-0.06461805999617587
2015-01-28,1,,0.0026544744856030265,-0.062135112502141876
2015-01-29,1,,-0.006138898774263412,-0.06789257011042715
2015-01-30,1,,0.003737813051731717,-0.06440852679336972
2015-02-02,1,,-0.0030800194317875387,-0.0672901667110608
2015-02-03,1,,0.0005359382419194146,-0.06679029184278695
2015-02-04,1,,-0.0035578376517861267,-0.07011050047948097
2015-02-05,1,,0.005702552050894441,-0.06480775720688503
2015-02-06,1,,0.0004132245638935659,-0.06442131280020025
2015-02-09,1,,-0.0009008485961885111,-0.06526412754718813
2015-02-10,1,,-0.001936069092382792,-0.0670738407793855
2015-02-11,1,,-0.0010357086481893752,-0.06804008047061239
2015-02-12,1,,0.00264022380721289,-0.06557949770370264
2015-02-13,1,,-0.004675296292781492,-0.06994819041398759
2015-02-24,1,,1.6456297927975757e-05,-0.06993288520432062
2015-02-25,1,,-0.003041416971484875,-0.07276160711188018
2015-02-26,1,,0.005407729188958235,-0.06774735298953638
2015-03-02,1,,0.001238031022526875,-0.06659319529170471
2015-03-03,1,,-0.0002782972672910892,-0.06685295985472595
2015-03-04,1,,0.0038530265131135385,-0.06325751956841275
2015-03-05,1,,-0.002530264919485588,-0.06562772620524071
2015-03-06,1,,0.0016284229853083072,-0.06410617291775855
2015-03-09,1,,0.004505928499094256,-0.05988910225018229
2015-03-10,1,,0.0012052707185561684,-0.058756014112928856
2015-03-11,1,,0.0028607155575389623,-0.05606338279906187
2015-03-12,1,,-0.00372255706059516,-0.059577240718177604
2015-03-13,1,,-0.004113731555697794,-0.0634458874987317
2015-03-16,1,,0.001712346550137098,-0.061842182295173354
2015-03-17,1,,-0.0007973640782819105,-0.06259023563877053
2015-03-18,1,,0.0009038859741393279,-0.061742924100743224
2015-03-19,1,,-0.007768306811726312,-0.06903159293460193
2015-03-20,1,,0.0018323764090614016,-0.06732570838791385
2015-03-23,1,,0.006916232175586647,-0.06087511644292387
2015-03-24,1,,8.204793240263388e-06,-0.06086741111742744
2015-03-25,1,,-0.0014151736801145513,-0.06219644683935188
2015-03-26,1,,-0.0007993354430176303,-0.06294606645798095
2015-03-27,1,,0.0014020384976815982,-0.06163228076875105
2015-03-30,1,,0.0031684695389092954,-0.05865909123407098
2015-03-31,1,,3.48198824650516e-05,-0.0586263138542682
2015-04-01,1,,0.0050605098668082635,-0.05386248302717411
2015-04-02,1,,-0.007002043165473896,-0.06048737876149213
2015-04-07,1,,-0.0006207064977745715,-0.06107054035023607
2015-04-08,1,,0.0019909099966645134,-0.059201216302856685
2015-04-09,1,,0.0035798570724233387,-0.05583329112331126
2015-04-10,1,,-0.007007022946154248,-0.06244908891740519
2015-04-13,1,,-0.003305951921214279,-0.06554858715313494
2015-04-14,1,,0.003169365590875167,-0.06258696899891347
2015-04-15,1,,0.006906634601445803,-0.0561125997231553
2015-04-16,1,,-0.0009675845650383238,-0.05702589060279728
2015-04-17,1,,-0.005548835440453705,-0.06225829876045075
2015-04-20,1,,0.005323616458386915,-0.057266121606016074
2015-04-21,1,,-0.003723442813832688,-0.060776337290878724
2015-04-22,1,,-0.004157298986736644,-0.0646809708721785
2015-04-23,1,,-0.0018967029507629587,-0.06645499323463
2015-04-24,1,,-0.0022231695206580845,-0.06853042203983328
2015-04-27,1,,-0.0077092767594771055,-0.07571137880936152
2015-04-28,1,,0.0077643173648736736,-0.06853490861769596
2015-04-29,1,,-0.0015313430093918691,-0.06996130117387678
2015-04-30,1,,0.00301833352311536,-0.06715413419141536
2015-05-04,1,,0.0033522902440928713,-0.064026964096223
2015-05-05,1,,0.0002553723596006225,-0.0637879424535217
2015-05-06,1,,0.0014350570076315703,-0.06244442477971046
2015-05-07,1,,0.0009637775794242619,-0.061540829736848934
2015-05-08,1,,-0.0017603702648186063,-0.06319286535492652
2015-05-11,1,,-0.003707513662038338,-0.06666609060531814
2015-05-12,1,,-0.007362772859527608,-0.07353801618228606
2015-05-13,1,,0.004735150973794986,-0.06915107881742766
2015-05-14,1,,0.0012943222065881221,-0.06794626038776241
2015-05-15,1,,-0.0017349180291902852,-0.06956329722478982
2015-05-18,1,,-3.6258959725033337e-06,-0.06956667089148305
2015-05-19,1,,-0.002882812081350873,-0.07224893533352861
2015-05-20,1,,-0.0014516177908394474,-0.07359567528446875
2015-05-21,1,,0.007456223102228485,-0.06668819795652048
